,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28
SBC-5,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
HT-55,0.28622082,-0.90171117,-1.349945,0.35043976,0.19534701,-0.066079065,0.4385715,0.14257419,0.3197145,1.372735,0.94162,1.390445,0.90881824,-0.82453835,0.26366472,-0.8686486,0.2852845,-1.1773832,0.989169,-0.7261149,0.048036814,0.013709387,-0.41934466,-0.70949674,0.5472063,-1.2338655,0.45727172,0.2919295,1.5926076
LNCaP clone FGC,0.49397957,-0.8911181,-1.3692467,0.20091191,0.36937988,-0.0970736,0.38626206,0.47538596,0.6083354,1.2779719,0.773865,1.4378806,1.3729639,-1.0133984,0.5999599,-0.7588882,0.43479434,-1.2362318,0.88584197,-1.1099598,-0.3953043,-0.14913355,-0.6578152,-0.8845978,0.707795,-1.5037013,0.6536515,0.079015285,1.4424548
NCI-H1666,0.06881668,-0.09943784,-0.501889,-0.10103491,-0.4916916,-0.1134698,0.21278553,-0.54811627,0.23484316,0.65237164,0.3602355,0.31129918,0.3666868,-0.20937295,-0.47459224,0.3819293,-0.38384366,-0.5808237,-0.02806463,-0.44450718,0.4597999,0.09020444,0.5774133,-0.18769135,-0.444723,-0.26240644,-0.054614488,0.46566617,0.66424966
NCI-H69,-0.40213242,-0.15796144,-1.1205003,0.5379857,-0.74710196,0.12114908,0.5817843,-0.87424505,-0.45068473,0.6575605,0.37199888,0.17246279,-0.61880815,0.26217842,-1.0506295,0.33793527,-0.6831099,-0.62883997,0.38660625,0.25599653,0.8394733,0.42793357,0.77390677,-0.5608037,-0.69986284,0.14989716,-0.22324306,0.75059694,0.6091082
HEC-265,-0.011327483,-1.0636122,-1.4716469,0.6742641,0.037189066,-0.007288955,0.5640947,-0.27229887,-0.13281673,1.6562958,1.3184254,1.5082315,0.25425866,-0.62938017,-0.14827383,-1.2721698,0.16364619,-1.1896117,1.3401668,-0.15472075,0.69239163,0.26387107,-0.21260917,-0.5197991,0.46584278,-0.97172445,0.23129281,0.6057123,2.0034747
SEM,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SK-N-FI,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
VMRC-LCP,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
LS1034,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
PF-382,0.9462176,-1.9221898,-2.4841838,0.66333723,1.4026005,-0.061086893,0.63596284,1.6436263,0.9551597,2.1338203,1.3896999,2.875401,2.456435,-1.9656363,1.8327057,-2.2896001,1.4246801,-2.0576744,2.1194134,-1.7898955,-1.2927439,-0.38189438,-2.1453137,-1.704549,2.1251292,-2.9841485,1.4782076,-0.32085901,2.5224185
CCK-81,0.2847558,-1.0286875,-1.4789728,0.4463468,0.27289933,-0.05340618,0.48270825,0.19365346,0.2837993,1.5012672,1.0609002,1.5507361,0.9143507,-0.8883515,0.32157212,-1.0824602,0.36421898,-1.2604367,1.165478,-0.7046766,0.059301287,0.029509388,-0.53424513,-0.76108706,0.6746179,-1.3394767,0.50369036,0.3010857,1.7630253
A3/Kawakami,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
NCI-H661,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
TE-6,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
HCC1897,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
VCaP,-0.027959801,-0.01883188,-0.89181983,0.11718884,-0.5346941,0.017295599,0.39245617,-0.418572,0.10614054,0.42096686,0.048368573,0.12282677,0.19431958,-0.030101776,-0.5402459,0.6779816,-0.49354327,-0.6201212,0.0045287907,-0.41368702,0.17463104,0.1287628,0.52505517,-0.6560137,-0.54889625,-0.19605444,0.025868153,0.40488872,0.2779054
A2780,-0.27510902,-0.5148993,-0.87495625,0.4439244,-0.53275806,-0.023108125,0.43662205,-0.9315273,-0.34917992,1.2101867,1.0082563,0.73644793,-0.3740526,-0.10100749,-0.84228176,-0.4677912,-0.38052246,-0.74513733,0.6935518,0.24964994,1.2192296,0.40571943,0.6066132,-0.06347127,-0.30748737,-0.1528497,-0.22980602,0.84212947,1.4438728
RERF-LC-KJ,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
1321N1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
BHT-101,0.06881668,-0.09943784,-0.501889,-0.10103491,-0.4916916,-0.1134698,0.21278553,-0.54811627,0.23484316,0.65237164,0.3602355,0.31129918,0.3666868,-0.20937295,-0.47459224,0.3819293,-0.38384366,-0.5808237,-0.02806463,-0.44450718,0.4597999,0.09020444,0.5774133,-0.18769135,-0.444723,-0.26240644,-0.054614488,0.46566617,0.66424966
JK-1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
NCI-H146,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
IMR-32,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
OELE,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
P31/FUJ,-0.00010035187,-1.3504391,-1.7652128,0.8810003,0.22500885,0.019241929,0.66039085,-0.13331747,-0.19394922,1.9407535,1.5768197,1.8745706,0.2992829,-0.7871225,0.006415367,-1.748713,0.3528796,-1.3818262,1.7322272,-0.13304129,0.6868646,0.28825343,-0.489524,-0.64889663,0.7656399,-1.2297976,0.35016745,0.61154264,2.3789144
SNU-81,-0.08837137,-1.1460114,-1.544359,0.78836703,0.02136594,0.011906102,0.6105571,-0.36267996,-0.26079696,1.770503,1.4536612,1.5899653,0.087582976,-0.5996276,-0.2357093,-1.4446065,0.1576648,-1.2194023,1.4870558,-0.0007953644,0.86182964,0.33331868,-0.196266,-0.4875307,0.48577756,-0.93814266,0.18802837,0.6894014,2.163881
Panc 03.27,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
RD,0.17970012,-0.64536816,-1.0736077,0.23144159,-0.056389242,-0.07587868,0.3751064,-0.13827103,0.24162278,1.157562,0.7840178,1.0347834,0.6526805,-0.5933255,-0.033102334,-0.48546785,0.043626845,-0.97503126,0.6799569,-0.5679523,0.2585562,0.066977434,-0.056590736,-0.5107518,0.19970798,-0.8737359,0.25797567,0.3853031,1.3202375
LN-319,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
COR-L105,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
HCC1806,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
M059J,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
J82,-0.23964816,-0.2327038,-0.8870269,0.33745614,-0.62193376,0.01957722,0.44285056,-0.79872036,-0.23540854,0.7968827,0.5308056,0.3544746,-0.2841597,0.03937632,-0.83839405,0.14487007,-0.5233476,-0.64519364,0.35020605,0.060819447,0.8312887,0.3289555,0.67700213,-0.3310343,-0.5294241,-0.041139767,-0.17831984,0.6951796,0.8369623
KYSE-180,0.3653433,-0.5978362,-1.0521097,0.06937793,0.07548672,-0.1073098,0.3152362,0.14308733,0.5096834,1.0345311,0.5986946,1.028987,1.0647773,-0.74254024,0.24931306,-0.32348675,0.15322748,-1.0025775,0.53496015,-0.9165565,-0.14003316,-0.082926184,-0.23470563,-0.6513678,0.30464327,-1.0825973,0.41911164,0.19275704,1.135266
SNU-1,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SU-DHL-5,-0.3767993,-0.8416697,-1.2713034,0.7917974,-0.40358165,0.043763444,0.6029814,-0.9072701,-0.57906634,1.5500169,1.3395169,1.1108941,-0.5708833,-0.16600157,-0.8328762,-1.0285065,-0.24876142,-0.9477105,1.2056729,0.46313977,1.3783418,0.5181267,0.3888199,-0.20617598,-0.051092923,-0.3145145,-0.17181571,0.9407453,1.8912985
NCI-H889,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SW1990,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
NCI-H3255,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
JHOM-1,0.35845223,-0.58212507,-1.0351207,0.062331617,0.05974281,-0.10785815,0.31143135,0.12528598,0.5043985,1.02149,0.5893107,1.0070826,1.0482676,-0.7280303,0.23052883,-0.3001622,0.13814387,-0.9900606,0.51616335,-0.90619576,-0.12635824,-0.07937944,-0.21203953,-0.6388736,0.2830463,-1.0600387,0.4065473,0.19885021,1.1188097
DMS 273,-0.2389524,-0.28026235,-0.87605363,0.34652033,-0.6029629,0.008879423,0.4364717,-0.8168051,-0.24505603,0.8676959,0.6125263,0.42198694,-0.28539458,0.008511841,-0.8307706,0.0404225,-0.4945439,-0.66164446,0.40312716,0.083125174,0.89236224,0.3372611,0.66210145,-0.27977338,-0.4876866,-0.06623356,-0.18472363,0.716283,0.94185024
MDA-MB-468,0.05349914,-0.75587386,-1.1678095,0.40005872,-0.097497255,-0.04683765,0.44277498,-0.29661983,0.03851819,1.3199854,0.98276955,1.137697,0.37796122,-0.5320293,-0.18794723,-0.7268513,0.018406838,-1.0077361,0.8867141,-0.3194278,0.5345333,0.1779105,-0.0073422194,-0.44770986,0.207578,-0.79799825,0.17789,0.52091336,1.5503362
OE33,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
T84,-0.027541883,0.005092595,-0.65305775,0.0052390248,-0.5894158,-0.040154234,0.30254954,-0.5694436,0.12064785,0.48025748,0.16277099,0.118308574,0.17162934,-0.03912288,-0.6090128,0.6284887,-0.5144265,-0.550248,-0.07412501,-0.3582546,0.38677043,0.13777602,0.65334314,-0.38803062,-0.59806335,-0.11817558,-0.072848625,0.47133163,0.39668787
MOR/CPR,0.2897747,-0.425545,-0.8658047,-0.007892966,-0.09716359,-0.11332315,0.2735114,-0.05212471,0.45172927,0.89151955,0.4957891,0.78877854,0.88373005,-0.58342206,0.043322206,-0.06770599,-0.01218164,-0.8653151,0.32883137,-0.8029398,0.009928286,-0.044032034,0.013854146,-0.5143546,0.06780791,-0.83521575,0.28132898,0.25957572,0.9548049
HEY A8,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
Hs 944.T,-0.2712569,-0.510246,-0.8707777,0.43782058,-0.5322981,-0.024120212,0.434115,-0.9272329,-0.3426386,1.203939,1.0009983,0.73168606,-0.365756,-0.10222123,-0.8381635,-0.45827395,-0.38055965,-0.743297,0.68546927,0.24187505,1.2107236,0.40218553,0.60628617,-0.064862594,-0.30902445,-0.15407678,-0.2278438,0.8379129,1.4351406
BT-20,-0.40213242,-0.15796144,-1.1205003,0.5379857,-0.74710196,0.12114908,0.5817843,-0.87424505,-0.45068473,0.6575605,0.37199888,0.17246279,-0.61880815,0.26217842,-1.0506295,0.33793527,-0.6831099,-0.62883997,0.38660625,0.25599653,0.8394733,0.42793357,0.77390677,-0.5608037,-0.69986284,0.14989716,-0.22324306,0.75059694,0.6091082
AsPC-1,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
