,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
GB-1,0.4052253,-0.4357964,-0.68311113,-0.15508229,-0.0066349083,0.30324075,-0.060574584,-0.024271315,-0.22170737,0.08489701,-0.61271095,-0.06300246,-0.24313647,0.106056064,0.41734114,-0.19845626,-0.24303843,0.1654686,-0.29150653,-0.350196,-0.21427317,-0.24301974,0.029146846,0.35670698,0.107257515,-0.045235425,-0.25611842,-0.11784309,-0.38872883,0.20509379,0.035188563,-0.059212767,-0.1303946,0.14867009,0.11889,0.36532193,-0.16023068,-0.0059369,0.26409706,-0.011211235,0.20189846,0.067306325,0.038573302,-0.5204359,0.09210686,0.035595633,0.14363226,0.009102758,0.33791557,-0.06518982,0.1059075,-0.071999505,-0.053177737,0.04332466,0.41968614,0.00533003,-0.22065596,0.38758826,0.011891821,0.07165021,-0.37537298,-0.25993147,-0.585278,0.075767905,0.0024839565,0.2421001,0.15930448,0.021422382,-0.13143204,0.025503611,0.11653441,0.06598495,-0.01777355,-0.30353275,0.11697708,-0.1909701,-0.2925991,-0.10745504,-0.1181308,0.087478496,-0.49624094,0.47064385,0.12315563,-0.26760346,-0.27486882,0.3187433,0.47023252,-0.3028763,-0.270888,-0.07481678,-0.18100709,0.16234735,-0.26640084,0.1318169,-0.019574542,0.06341811,0.028688224,0.22000712,-0.083284505,0.34725532,0.39291644,0.14154579,-0.31505406,0.25771722,0.25277716,-0.29699016,0.2264719,-0.011890577,0.14507662,-0.30559793,0.1995378,-0.053419802,-0.37394798,-0.09763353,-0.105991356,-0.36236522,-0.13503017,-0.14734018,-0.20779143,0.20452268,-0.20935075,0.24539869,-0.27166814,0.58955854,-0.32159895,0.013466926,-0.22793357,-0.37063813
SNU-324,0.6032455,-0.5532164,-0.38966277,-0.6092915,-0.16813686,0.3279646,-0.11143305,0.01952957,0.10578777,-0.027287567,-0.45096087,-0.17960432,0.047358096,0.01900214,0.50368965,-0.4594854,-0.25347906,0.11844168,-0.115831405,-0.33729145,-0.39211762,-0.2537414,-0.454321,0.48648024,-0.1472084,-0.32293546,-0.14402662,0.24467878,-0.5236474,0.08908955,-0.1672145,-0.34964862,0.14630908,0.3827123,-0.03528249,0.64102584,-0.17764498,0.22854143,0.31942302,0.5172205,-0.18062946,-0.05546563,0.039545547,-0.67629045,0.35041106,-0.4285791,0.500021,0.08242607,0.6047073,0.037541185,-0.33069313,0.1673534,-0.22061646,-0.23569535,0.5479996,-0.034240343,-0.1691004,0.69265765,-0.29282638,-0.022607718,-0.024958849,-0.10540861,-0.60662407,0.27919948,-0.089908645,0.65677184,0.06525863,0.17449842,0.4295952,0.53895503,0.133879,-0.09623161,0.06744557,-0.099767335,0.50025386,-0.040141612,-0.4117738,0.08609559,0.6741927,0.2718823,-0.72918874,0.33227473,0.14449126,-0.13237447,-0.24600777,0.36193195,0.64842033,-0.54810965,-0.16517311,0.17084324,0.14605339,0.23776382,-0.3631927,-0.061224483,0.14954482,0.031884227,0.24771526,0.11552191,-0.0019388924,0.13688257,0.26384598,0.027938094,-0.4003728,0.14457682,0.38081363,-0.48128235,0.1299571,-0.046578698,-0.11629911,-0.378203,-0.1950826,0.12157696,-0.17202172,0.13550512,-0.4587815,-0.43863124,-0.019611817,0.113174275,-0.14387949,0.27333912,-0.46377194,0.43539876,-0.2669997,0.7895005,-0.15279126,0.003908888,0.03244411,-0.071184054
HCC38,0.8721272,-0.50124955,-0.68115646,-0.70951563,0.11499255,0.522401,0.13497578,0.18442233,-0.026406331,-0.3875096,-0.9158003,-0.054282356,-0.19703396,-0.715566,0.37802887,0.024549872,-0.7625594,0.109468885,-0.3646165,-0.29662544,-0.13513398,-0.23398973,-0.21046638,-0.25274062,-0.29563504,-0.30878985,-0.41903707,-0.84002787,-0.22186586,0.17606393,0.14371651,-0.40888253,-0.071158975,0.20023805,0.12457747,0.38806212,0.23337033,0.19105257,0.2292542,-0.20459817,0.19994856,0.10724105,0.029704675,-0.5242961,0.6251206,-0.15421721,0.37872902,-0.13336727,0.43443534,0.6173206,0.3619356,0.022662744,-0.26634946,0.20545095,0.59614307,-0.014084386,0.2605798,0.45318648,-0.45000073,0.45371482,-0.21931495,-0.64692235,-1.1110139,0.20865403,-0.016115893,0.10950497,0.25997758,0.020269077,-0.72504586,0.38609546,0.012016065,-0.14981134,0.36399975,-0.07060578,0.14459166,0.22568716,-0.7781324,-0.5700015,0.55792314,0.017370805,-0.75981385,0.8477319,0.35769874,-0.117736466,-0.5038638,0.1538134,0.41932535,-0.24251826,-0.6484458,0.1053007,0.14443068,0.42145365,0.11049867,-0.29251117,-0.13496935,-0.17324437,0.44981107,-0.109593734,0.008981987,0.33156636,0.07598145,0.14286567,-0.007271303,0.16671428,0.049197186,-0.58769166,-0.22586004,0.27720267,0.16390002,-0.87457937,-0.14357767,-0.31677577,-0.33259508,0.096598975,-0.29197297,-0.7758552,-0.0022836812,0.43909058,0.068774685,0.29989463,-0.7305375,0.1122277,-0.2844927,0.7352212,-0.12683553,0.18537211,0.003288019,-0.12766154
SU-DHL-8,0.42728025,0.44869202,-0.53181314,0.4678433,-0.038953613,-0.44903973,-0.40741402,0.19573858,-0.21507086,0.5600343,-0.44208252,-0.034184605,0.19142692,0.6332144,-0.07096354,0.15074,-0.12902302,0.3844291,-0.5197464,-0.048410255,-0.30783296,-0.30985987,0.52899843,0.010971718,0.42584482,-0.28455842,1.1991265,0.32960594,0.14944834,0.404979,-0.019429859,-0.2577727,-0.8643801,0.042368345,-0.47111943,-0.7105403,-0.31690922,-0.43256134,-0.07868318,-0.782242,0.15361406,-0.23969388,0.16015847,-0.6032245,0.3871104,0.3778882,-0.17445594,0.21321777,-0.26464456,-0.02222728,0.36370564,0.09563944,-0.017877128,0.03963321,-0.19684859,-0.051905148,-0.062876046,0.40713602,0.0051534884,0.65574056,-0.5770852,0.06685642,-0.6564122,-0.58680034,-0.47761434,-0.43255332,0.56279266,0.58052945,-0.21199085,-0.26961204,0.016722936,-0.11007874,-1.042764,0.59538645,0.66707426,-0.14915684,0.63035446,1.0123415,-0.52215296,-0.14059332,-0.8111681,-0.23705813,1.1748672,-0.15799241,-0.6289366,0.9953277,0.77073926,0.01642391,0.7604562,0.3097433,-0.19587639,-0.6366768,-0.04069287,0.6188276,-0.08222672,0.93433,-0.06780544,-0.3115535,-1.2476747,0.47169387,0.82397777,0.3264399,-0.3683575,0.35284865,-0.48274606,0.7787255,0.38344678,-0.52760863,-0.023023121,-0.5718962,0.59976643,-0.48632738,-0.48042127,-0.024244923,0.3465852,-0.4447463,-0.18315242,0.25076732,-0.43571928,-0.039555795,0.03929893,0.54973096,-0.36438167,0.74984646,-0.44108602,0.21260689,-0.6562395,-0.028133718
U266B1,0.0370484,0.060184058,1.0236832,-0.7129122,0.17634927,0.32917663,0.002276863,2.1112967,-0.30695695,0.39922178,0.1790596,0.66955733,0.016901031,0.43562192,-0.34663403,0.69188565,-0.8626594,1.7013553,0.25233608,1.823662,-0.45231065,0.56062126,1.4291229,-0.34091377,0.3054331,-0.5528423,0.9716509,1.3331008,-0.6764241,-0.6745635,0.6343231,0.047443252,0.059759516,-0.89185065,-0.3159393,-0.585982,0.36023945,0.11968135,-0.032576278,-1.435882,-0.15724982,-1.1868495,-0.34494784,-0.17416528,0.40572646,-0.33344823,-0.8046971,1.0108992,0.5381441,0.93625224,0.031627193,0.6344923,-0.9208075,1.163081,-2.0802057,-0.7380831,-1.0520939,-0.14931475,2.409843,0.41317728,0.68873084,0.67254794,0.34859708,-0.8936486,-1.4454026,-0.895559,-0.3197022,-0.15933625,-1.2738897,-0.72261155,-1.3819051,-0.03611117,-0.6154342,1.3094832,1.1098988,0.70349866,1.0452292,2.1960747,-0.8918546,1.3944283,-0.77061474,-0.48611605,2.0403512,-0.62810594,0.39417034,1.1498998,0.5176345,-0.53688073,1.1721727,0.9009255,0.20608822,-0.3049554,-0.9341091,-0.45712066,0.35366845,-0.10628176,0.09375976,-1.2096336,-0.1855632,-0.63250566,-0.92620826,-0.36819786,-0.35821098,-0.45422974,0.21718724,1.4571083,-0.6728773,-1.3948144,-0.24494636,-1.26343,0.5026064,0.7549287,-0.36252615,0.449855,-0.69338185,-0.66675526,1.2859997,-0.018011335,0.109088555,-0.3808456,-0.6691752,-0.22536555,-0.3352711,1.0916629,1.2608875,0.54244536,-0.59367245,0.06921036
SNU-685,0.3676415,-0.13458101,-1.1186894,0.33848014,0.18982564,-0.19950944,0.39901325,-0.12921034,-0.081091195,-0.37417302,-0.990294,0.037295252,-0.69203883,-0.4974371,0.82474536,0.069879875,0.06890325,0.054711282,-0.25156644,-0.48858875,0.22543679,-0.16157371,0.15311378,0.40940952,0.37054658,0.24152514,-0.04045888,-0.7114775,0.037853926,0.041662287,-0.2862856,0.092334405,-0.19454785,-0.00658142,0.2781076,0.30099395,-0.12321641,-0.3742116,0.30692196,-1.381417,0.513005,0.23021354,-0.13174847,-0.17892347,0.53093094,0.5507398,0.24125125,0.22522672,0.52244055,-0.007729086,0.18908308,-0.26243043,-0.49432418,0.2583986,-0.032493763,-0.16564839,-0.6175578,0.17002316,0.05444803,0.93381506,-0.18974303,-0.46888506,-0.8465424,-0.08259656,0.2648062,0.034638103,0.23436986,-0.013301788,-0.84066415,-0.08429207,0.34090552,-0.16996133,-0.23558693,-0.55392355,-0.049011767,-0.19997105,-0.42441866,-0.6092308,-0.46518728,0.097341806,-0.75679004,0.6698395,0.099627614,-0.28606665,-0.58573616,0.4274901,0.1383255,0.034934446,-0.47816515,-0.10411835,-0.10702962,0.21255104,-0.28078148,0.057947658,-0.18277484,-0.17998725,0.49242646,-0.021420147,-0.5487348,0.5286206,0.16280049,0.06330275,0.07546966,0.6167525,0.21857102,-0.9542706,0.45835003,0.07779212,0.50069475,-0.18959211,0.26331106,-0.026347416,-0.6569466,-0.23279977,0.15932705,-0.7810061,-0.18545166,0.13421635,0.14553978,0.35265827,-0.12262006,-0.37382293,-0.32521567,0.7557203,-0.3314192,0.6749222,0.015857214,-0.6977482
PK-45H,0.8791951,-0.717816,0.11684726,-0.80003434,0.12545632,0.028113682,-0.43367228,-0.28549856,-0.022771096,-0.26354176,0.2746575,-0.089509256,0.37759024,-0.16910902,0.4967542,-0.3830963,0.08144479,-0.32746702,-0.021004058,-0.08590591,-0.3445972,-0.4748716,-0.5264395,0.14889076,-0.15351924,-0.7087837,-0.09347377,0.5066958,-0.19691919,0.47849822,0.18720353,-0.039982498,0.49985597,0.3827849,-0.1537497,0.47871283,-0.39155522,0.18523107,-0.17584462,0.8435959,-0.08501291,-0.08992881,0.10071186,-0.10599873,0.29656804,-0.7119112,0.7869493,-0.28587878,0.32100365,-0.43566492,-0.17726773,-0.17994733,0.486124,-0.0085564405,0.35986644,0.2769377,0.13043278,0.35771868,-0.57738215,-0.4365276,-0.53935826,-0.10389149,-0.7732774,-0.15244582,-0.68173003,0.5306455,-0.27324235,0.2060155,0.49531743,0.6555242,0.18790509,-0.19797203,0.10410641,0.45433348,0.44065297,0.6615887,0.13152327,0.33302784,1.071806,-0.0060176626,-0.6385738,0.15482393,-0.42024156,-0.20292085,-0.67887145,0.110598125,0.64448106,-0.48731455,0.13217819,0.77307403,0.16846417,0.017628917,0.11975415,-0.066716336,0.54897493,0.11468603,0.7578794,-0.9371508,0.08032331,0.36231908,-0.752774,-0.022769883,-0.07807692,-0.33346027,-0.058545336,-0.3061885,-0.13563126,0.12706533,0.29166394,-0.45745975,-0.028594643,-0.35884857,0.033462267,0.11046336,-0.24754272,0.12893151,-0.12012768,0.037377443,0.12318196,0.25682512,0.013342455,-0.008147023,-0.20682053,0.56606185,0.0049393717,-0.09783547,-0.3380184,-0.11513539
NCI-H1781,0.11080064,-1.0142417,-0.048120543,-0.3149975,0.13075304,0.8022806,-0.5517943,0.07501246,-0.009732932,0.17540699,-0.2439302,0.050461758,-0.22431448,-0.42693913,0.048910882,-0.41367942,-0.3304763,0.8402375,-0.311393,0.13304767,0.17024583,0.17034829,0.5980526,0.4560228,-0.18655384,-0.13094436,-0.48492336,0.65314865,-0.18661939,0.057991374,0.46242663,0.2689318,-0.44540375,-0.10812612,0.101596035,0.5837996,-0.6119366,0.23785646,0.8066421,0.560137,0.3681929,-0.67485124,0.32265297,-0.7851893,-0.21501121,-0.42690352,-0.007342607,0.56793666,-0.054209553,0.06768628,0.43199825,-0.078654155,0.31361222,-0.13005586,0.4074542,-0.36558318,-0.0782048,0.1436507,0.47466958,-0.8105962,-0.51789045,-0.2365942,-0.10365164,-0.1008119,-0.044176605,-0.29162917,-0.055532463,-0.39970428,0.38293988,0.019055616,0.018749662,-0.06496543,0.53050417,-0.15184875,-0.19087437,0.050388545,0.04041048,-2.2402033e-05,-0.39710116,0.031385124,-0.61567396,0.5181054,-0.00092146255,-0.13296977,0.0976363,0.35444596,0.7850339,-0.83990663,-0.10202289,0.5233927,-0.097030625,0.67133445,-0.7903958,0.34749958,0.2780704,0.26335195,-0.41722533,0.7921385,0.19254033,-0.085725665,0.3241122,-0.1480516,-0.07570476,0.06948905,0.82503086,0.14771657,-0.77355325,-0.36512768,0.32988134,0.08190421,0.0065674707,-0.26392904,0.030999038,0.66458076,-0.29242086,0.3909697,-0.05373973,0.09326702,-0.4399991,-0.6504801,-0.020370007,0.74238247,-0.1000604,0.6377611,0.1439953,-0.75783426,-0.86386377,0.098353766
NCI-H2030,1.1725179,-0.6263442,0.5817836,-1.4017719,0.5257887,0.6289451,-0.34908813,0.8860075,-0.9840411,-0.06522854,0.10234815,0.18914807,0.46111962,-0.17226444,-0.63050824,0.45443135,-1.2053243,0.14490123,-0.2371255,0.73452854,-0.5395424,-0.5718731,0.2687702,-1.2194928,-0.16187632,-0.6730888,-0.56463647,-0.4145267,-0.7201949,0.5754373,1.0622561,-0.38695577,0.7314015,-0.2911479,0.07500976,-0.36774492,0.76943827,0.52844965,-1.16502,0.64939106,-0.63032514,-0.29704422,-0.33285517,0.5026307,-0.19266902,-0.6598562,0.34425116,-0.95714563,0.21029662,0.4859198,0.6555292,-0.14765823,0.45782882,0.4698647,-0.032026406,0.07386022,0.50008714,-0.29017222,0.40445378,-0.36600688,-0.12634094,-0.1986707,-0.8093732,-0.040783003,-1.2184045,-0.5835852,-0.19638267,-0.24747397,-1.4364017,-0.27422273,-0.6680705,0.5383759,0.44513357,0.8534677,0.14040944,1.3107674,0.17858756,0.46595532,0.70624393,0.49861312,-0.06191283,0.44862306,0.48365578,-0.2064192,-0.39828172,-0.42685828,-0.032298606,-0.081269875,-0.30732182,0.5814971,-0.11483005,-0.06398582,1.0137695,-0.4856614,0.11335258,-0.34032062,0.3178501,-1.7233452,1.1718699,0.07663447,-1.5689938,0.24830267,0.084257185,-1.0554934,-1.2151924,0.725912,-0.4276316,0.5283658,0.19255304,-1.2426236,0.34471828,-0.3485344,-0.029956238,-0.43298337,-0.033221245,-0.2820604,0.44328082,-0.201452,0.31488666,0.53299135,-0.82869184,-0.68749756,0.049302,0.34211057,0.3468219,0.13201086,-0.6960813,-0.46367005
VMRC-LCP,0.42719245,-0.36680973,-0.68245953,-0.1607486,0.030465033,0.2450811,-0.07291044,-0.008503204,-0.20854615,0.10903957,-0.61303127,-0.029810581,-0.20568125,0.0744744,0.40158612,-0.20874383,-0.23309268,0.2682678,-0.29213426,-0.39952642,-0.062524796,-0.2523152,0.04880631,0.3805141,-0.025025316,-0.045506246,-0.189107,-0.11632247,-0.3907923,0.18883596,0.022460885,-0.12095628,-0.10992236,0.1489208,0.08326751,0.3637355,-0.18796583,0.013112584,0.2716806,-0.015336322,0.18079334,-0.07283847,0.037851963,-0.53078383,0.10114499,0.045266636,0.17572188,0.03917367,0.33013308,-0.0070224106,0.123545974,0.0031931438,0.07466205,-0.11739096,0.40145013,0.026041016,-0.23430914,0.37273023,0.0069160257,0.07252852,-0.42220584,-0.3296602,-0.59674376,0.17901152,0.06500857,0.10722436,0.14458483,0.04994575,-0.11772578,0.022745388,0.17754894,0.023342958,0.0019289786,-0.30311865,0.1126262,-0.20167664,-0.285381,-0.109925926,-0.11680041,0.12038176,-0.5744548,0.49004334,0.102293946,-0.09530763,-0.27054703,0.36579534,0.46239355,-0.25290704,-0.25139076,-0.07743841,-0.15707019,0.24095348,-0.26639917,0.13636836,-0.01530413,0.07939934,-0.034181554,0.25082213,-0.124431364,0.35536295,0.41234815,0.18304741,-0.29199633,0.16909038,0.25211096,-0.31011695,0.1358017,-0.0032464722,0.11423257,-0.17277163,0.21551232,-0.032733794,-0.34146392,-0.089058265,-0.10902403,-0.3394284,-0.08365117,-0.017551288,-0.20828108,0.20646384,-0.22256261,0.16166501,-0.24666362,0.6349454,-0.15842131,0.03540862,-0.21694425,-0.45293352
SNU-407,1.3729401,-1.0264034,1.4457684,-2.33379,0.20693901,0.21810707,-1.06624,0.5334878,0.98868096,-0.7877928,0.86269647,0.41466594,0.8316847,-1.3266009,-0.027279383,-0.34141856,-0.31844425,0.2306101,0.15666927,0.85064465,-0.17256638,0.28027332,-0.06933152,-0.84710366,-0.17279057,-1.822382,0.599738,1.4117523,0.5303726,0.0150306225,1.1318052,0.07008229,0.33995318,-0.14950342,-0.4784829,0.27202553,-0.6562606,0.14101037,0.14135092,0.5897143,-0.6679674,-1.2110245,0.50644284,-0.113631986,1.0683273,-1.9796997,0.9081091,-0.16800863,-0.3217152,0.3670837,0.32086256,0.2815089,0.16883673,0.74086004,-0.41865337,-0.13873412,0.4265283,-0.115984246,-0.18624824,-0.638061,-0.63533473,0.41271204,-0.7733574,-1.2480986,-2.1792498,-0.52888584,-0.9196128,-0.10006365,0.13314155,1.2521535,-0.4669739,-0.8855457,0.7485869,1.7175837,1.0916669,2.1160595,0.8953291,1.2287735,1.5992326,-0.059836343,-1.5706363,-0.038412794,0.58053535,-0.1050071,-1.0899229,0.6823295,1.2906836,-1.2999339,1.2443309,2.6273444,0.36140978,0.039237224,0.08145159,-0.1750545,1.1693549,0.30067205,1.2838061,-1.8496555,-0.20228407,-0.1590912,-2.4225104,-0.31322658,0.6005907,-1.4128258,0.31349456,0.6233697,-1.5585439,-1.1172979,0.7221396,-1.4568439,-0.06293567,-1.0116352,0.72845304,1.6079177,-0.5567112,0.74896395,0.6773185,0.8236928,0.9648853,-0.7562687,-0.21160288,0.24301119,-0.47246194,0.6036196,1.3279983,-0.5989428,-0.96965146,0.93603534
TM-31,0.6449239,-0.27302825,0.36846128,-1.1150664,0.15522999,0.90944386,0.08567643,1.3384947,-0.74354285,0.16861914,-0.42816135,0.19971472,0.16303734,-0.038995363,-0.64584005,0.45699266,-1.5921403,0.71951056,-0.27019864,0.51627654,-0.5754531,-0.2438991,0.4675683,-0.9526317,-0.3993855,-0.36058146,-0.16858876,-0.5022527,-0.8926117,0.08403856,0.7924377,-0.6035464,0.25685903,-0.29938415,0.2185111,-0.3232219,0.7820545,0.6229415,-0.6077953,-0.05596372,-0.076092005,-0.41144314,-0.37461957,-0.11998755,0.02766296,-0.15940978,-0.2722135,-0.31169218,0.48092645,1.100434,0.5113051,-0.0218326,-0.34152064,0.3055642,-0.28951728,-0.17928419,0.24277115,0.041017637,0.8618732,0.08901855,0.17654915,-0.12554002,-0.62131554,0.16936176,-0.73916197,-0.5681182,0.20087194,-0.097589314,-1.5737137,-0.51794946,-0.8133175,0.6349936,0.22821005,0.755609,0.35115057,0.818637,-0.26984265,0.5602238,0.083679825,0.7974581,-0.12122038,0.6505283,1.2388399,-0.1331522,0.11110868,-0.08342945,0.09670423,-0.19913729,-0.3927178,0.06050738,-0.04384367,0.15550496,0.35222933,-0.6175076,-0.29547012,-0.07280716,-0.19299348,-0.74609655,0.81417066,-0.12539773,-0.51070315,0.19994685,-0.20754263,-0.29468298,-0.59208363,0.77074707,-0.28226763,0.16149515,-0.31878522,-1.1714264,0.13465136,0.12025006,-0.32606226,-0.21341053,-0.47392482,-0.9101743,0.5757801,-0.044002045,-0.011111467,0.3650846,-1.1746994,-0.16641259,0.025494367,0.6783339,0.513042,0.28693983,-0.41773853,-0.2654167
TUHR14TKB,0.6559575,-0.55938137,-0.3170262,-0.61534697,-0.16275012,0.31110215,-0.17241435,0.020086002,0.11363135,-0.0421557,-0.4702414,-0.19229358,0.00537809,-0.08783128,0.5129456,-0.3860065,-0.25902733,0.18031423,-0.116031244,-0.38005212,-0.28542164,-0.2502269,-0.48261145,0.48747677,-0.119016156,-0.33509442,-0.14609161,0.21686256,-0.5518042,0.13687155,-0.08416605,-0.2967723,0.1376408,0.31497645,-0.051154476,0.65369767,-0.16214485,0.26259723,0.29400793,0.50195515,-0.12987769,-0.021411655,0.08604832,-0.6649672,0.3412712,-0.38248587,0.5313625,0.13495728,0.59833556,0.037804823,-0.41808176,0.1844832,-0.13961153,0.16928504,0.5174414,0.041134804,-0.12569976,0.693624,-0.27990848,-0.04860624,-0.01154121,-0.079504825,-0.640706,0.22848073,-0.052247338,0.6261962,0.06470221,0.24704048,0.33153754,0.5241792,0.17013174,-0.22565803,0.064123,-0.09980486,0.52364373,0.10184443,-0.44683498,0.077950984,0.56816524,0.19111678,-0.6230114,0.356792,0.12067506,-0.08124204,-0.26278687,0.41414893,0.6545055,-0.4872606,-0.17173837,0.14501858,0.14452541,0.24061611,-0.39058843,-0.19269085,0.14707567,-0.072133176,0.30398807,-0.063767016,-0.0021603396,0.32967156,0.29685882,0.052693322,-0.4169083,0.14301036,0.4086064,-0.5080167,0.036851898,-0.04791298,-0.1428055,-0.43220446,-0.20497397,0.11853349,-0.16088003,0.12395406,-0.48342574,-0.4463073,-0.038116924,0.11114432,-0.23382488,0.28206426,-0.41351113,0.46209463,-0.2446902,0.8011509,-0.2071958,0.009447833,0.024262184,-0.08372363
COV644,0.50691646,-0.576272,-0.37663335,-0.5820234,-0.21944539,0.34527096,-0.13812704,0.018888086,0.09157976,-0.036149245,-0.41701606,-0.16307472,-0.031227943,0.013758734,0.57634336,-0.37304264,-0.24824344,0.18715724,-0.13711752,-0.40750527,-0.31169012,-0.23208304,-0.439817,0.46315372,-0.09254729,-0.34282288,-0.14566512,0.18227726,-0.54799944,0.07699766,-0.093798,-0.31137565,0.14967333,0.3251427,-0.060875595,0.64839363,-0.17549364,0.2562102,0.29896212,0.45517695,-0.0928088,-0.112025194,0.035178773,-0.65759015,0.3510022,-0.44578612,0.5224628,0.118203044,0.6002151,0.037669428,-0.3604523,0.14489709,-0.08510859,-0.115782924,0.469913,0.08986449,-0.11485373,0.6862666,-0.2878308,-0.02658889,-0.021417305,-0.094414964,-0.5731882,0.24545775,-0.0262162,0.53318655,0.073915266,0.17749938,0.30210447,0.48321125,0.055393837,-0.24227615,0.060058095,-0.09333375,0.50448143,-0.035362218,-0.35943383,0.08120406,0.631095,0.24374047,-0.7494694,0.347304,-0.1275214,-0.04045775,-0.24912655,0.4036727,0.6514921,-0.4163088,-0.17163615,0.18360612,0.13550097,0.26314285,-0.41324866,-0.16613628,0.14230144,-0.00085031614,0.2544183,0.12522852,-1.7137732e-05,0.17604917,0.25066972,0.04331997,-0.41632807,-0.08729608,0.41019517,-0.38442808,-0.08729475,-0.04803985,-0.13710803,-0.42452425,-0.28083006,0.15172026,-0.17402662,0.10994981,-0.4739059,-0.46101096,-0.07321975,0.13044426,-0.13949518,0.2634564,-0.34191695,0.45179194,-0.26001707,0.8123251,-0.10829702,0.022317562,0.043530885,-0.06711888
SW1116,0.6192334,-0.19074716,-0.9037112,0.4743068,0.36644214,-0.45419854,0.22385111,-0.38815433,-0.14473823,-0.60213447,-0.7121068,0.31050816,-0.66553545,-0.84834224,1.1106358,0.19626322,0.39436558,-0.24409923,-0.23369586,-0.41173306,0.4293024,-0.3375178,0.38751498,0.3669295,0.43221295,0.0669059,0.11829573,-0.6671676,0.42740035,0.26330665,-0.1492481,0.3320265,-0.120108895,-0.05900868,0.3301841,0.19517815,-0.3193486,-0.54163265,0.049202673,-1.4215183,0.6683381,0.23538698,-0.07440363,0.31781328,0.53658146,0.56449723,-0.06696209,0.0398353,0.2924554,-0.2919218,0.6034298,-0.5032351,0.002384752,0.5456006,-0.18796721,-0.2205106,-0.33828145,-0.15674675,-0.21242033,0.830335,-0.4148721,-0.4267338,-0.9427738,-0.43365246,0.16353916,-0.14746729,0.023793349,-0.063093685,-0.9083252,-0.075718045,0.45253217,-0.23621222,-0.20047075,-0.38554445,-0.17091101,0.16430923,-0.13818376,-0.6974313,-0.35242483,-0.19838467,-0.7737566,0.5533536,-0.20630571,-0.61829716,-0.88226753,0.18980992,-0.010059202,0.14535528,-0.34807307,0.3731444,-0.0022468902,0.11555816,0.04402015,0.13558152,0.0595439,-0.20088351,0.80372596,-0.6432876,-0.6173603,0.5611439,-0.5494952,0.01294598,0.38088897,0.3984618,-0.0770001,-0.984484,0.3532809,0.26908106,0.8653147,-0.50483847,0.3119043,-0.34382784,-0.5236788,-0.22551897,0.47269124,-0.3969445,0.026792467,0.28697073,0.3813068,0.23083055,0.24837497,-0.7634957,-0.2523528,0.5466567,-0.23795019,0.68530655,-0.18235679,-0.58327514
NCI-H522,0.014756147,0.19484386,0.41078332,0.7987976,-0.115308575,-0.3652311,-0.20772257,0.16601007,0.29232803,-0.12595633,-0.31147763,-0.100262396,0.31972012,0.17777488,0.22994582,-0.04481453,0.5795503,0.077530004,0.03198347,-0.29003128,0.12276101,-0.52992654,-0.31826654,0.5407532,0.032311995,0.168908,0.8871683,0.55835974,-0.06068224,0.15562369,-0.3975252,-0.58978295,-0.32982287,0.10083231,-0.14889774,0.35834813,0.047043163,0.34264347,-0.1961,0.0025588349,0.057628177,0.011731774,-0.16928084,-0.2784297,0.37072498,0.04011915,-0.10528788,0.94996125,0.65405643,0.055110037,-0.6544596,-0.38206133,0.07053172,0.047290605,-0.20013249,-0.12962922,-0.36699793,0.44620675,-0.23433703,0.3127821,0.8061633,0.17013267,-0.10733141,-0.25481036,0.13117853,0.7672652,0.4864928,0.26374978,0.45951608,0.35754752,-0.28312278,-0.29637182,-0.98434204,0.44194904,0.58731395,0.20638947,0.18052998,0.6299932,0.15773855,-0.194518,-0.5686338,-0.17338578,0.16040978,-0.5024812,0.15951805,-0.062297143,0.12162346,-0.026882231,0.119153425,0.2824354,0.89594686,0.039126813,-0.8240544,-0.5027846,-0.2750507,0.38501522,0.22930063,0.082288355,0.0013681818,-0.30433825,0.22541839,-0.21068272,-0.39362195,0.24540743,-0.4564074,-0.17330986,-0.03852377,0.5994911,-0.5469209,-0.33520433,-0.35670567,0.22144726,-0.6391893,0.2320487,-0.47256932,-0.43487307,-0.09074373,0.019886225,-0.7364776,-0.07658821,0.07730337,0.50804186,0.24284041,1.0215734,0.02248155,0.5031603,0.11358854,0.3803177
