,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126
HCC1187,3.1130633,-2.118629,-4.4299617,-5.870592,-5.3379803,1.666448,-5.4858375,2.63804,-5.113706,5.058338,-0.48445305,5.241119,-7.457569,4.6448483,-2.386092,1.8851397,2.379188,7.078593,-5.054086,-0.7769088,7.939487,1.6570363,1.3248802,3.9855292,-6.3142085,-1.7091169,-2.8981698,-0.81515104,5.220133,-0.8450904,-1.1360824,-4.239663,3.7013981,2.666459,3.7826414,-1.7151841,1.396343,5.2168903,3.074039,-1.4306791,-3.512476,-2.630163,-5.4238358,-1.4152565,-9.280589,1.5372323,-0.30706388,8.190446,-1.5587518,2.7513838,-4.819611,6.989953,2.6102586,9.245051,9.213705,-8.170897,-2.4221964,3.7594519,6.2344823,3.8512566,-2.1434584,4.0441856,-2.721466,2.368811,7.8557687,-2.5582392,-3.6063778,-2.0938935,4.5645022,-3.6629837,2.7706103,-5.9343357,-2.7335606,-6.7176237,-3.8638542,-0.42697343,-3.9228182,-1.7725259,1.1768649,-6.6433635,-12.705772,0.67252207,-1.1102644,-3.3833206,-2.0911398,0.5706162,1.5308452,4.8259764,3.155402,-3.2687933,-4.150594,4.867936,2.5443878,-1.9923174,-2.131809,-3.4927185,0.4499065,-1.2420295,-4.8946843,2.1203468,-1.6508437,-1.6815974,2.1729934,2.5533156,-2.2671869,0.15571404,-6.827961,-1.1070646,0.28987542,9.549498,4.1494946,3.9605806,-2.799467,0.707147,2.3915105,-5.273275,2.9300568,-4.4806113,-0.69023055,-0.85068566,7.433793,6.9798903,5.1217313,0.78314626,2.0912378,0.3582468,2.6909156
HEC-108,-5.2890353,7.399022,3.1039066,-3.2127442,8.0195675,-2.5503569,4.844158,-0.8445491,5.368359,-0.970967,-1.5703634,-7.501165,4.09863,-4.753175,6.3484974,-11.115616,-6.1340413,-5.0319386,3.0706897,-2.162121,-0.8865654,0.47285098,-6.0636244,-11.136897,-0.77703464,8.190744,1.1142769,-0.16304547,-1.8661916,2.3011012,8.388503,1.533301,-4.5330563,1.2830232,0.8387813,-5.768824,3.339567,-9.646159,-0.8710776,5.454918,8.196403,1.7542856,10.109656,1.7253656,7.4659724,-6.4639273,-3.5456614,4.903847,1.7860762,-8.05446,6.9300075,4.2051044,-2.855401,-5.428011,-6.6929502,7.672274,3.370662,4.564147,-4.0522094,-5.430679,5.8266897,7.239846,6.251747,1.6002357,-16.184225,-0.55963606,-0.24433514,-4.333884,1.1989089,-0.1192292,-11.0960865,1.5655888,-1.5823653,4.915086,1.812812,-3.558925,8.630861,12.4465275,-8.601451,5.1661606,15.466271,-3.977933,-6.104753,10.130903,-5.0071115,17.537333,-4.292912,-1.1114157,-3.5717328,-1.5046538,-1.1136646,-7.7235775,-0.81320864,-3.6376574,-2.4264438,-0.20433727,8.984726,-0.071484074,-3.0867364,-1.8164526,0.70654666,0.52972317,5.8379803,-3.2534103,0.026005428,-2.5486166,10.158729,-3.31537,3.983825,-5.6601567,-3.8185408,-1.526503,1.7814096,0.40369305,-5.592007,-6.8727956,-6.1837177,3.4804852,1.1070107,-6.8506365,-0.7688721,-12.51385,-5.4195633,6.6287513,-1.6582172,-1.9984164,-3.8968427
NCI-H2227,-4.0915337,3.82373,6.886145,4.3303213,1.5443448,-7.7754936,5.6034374,-5.427857,1.4959934,-1.7033409,0.7045779,-10.331961,10.341951,-6.902796,8.37609,-2.6467042,-5.349594,-5.5136023,-3.7740078,5.138914,-1.2373614,-7.153906,4.249958,-3.7223294,-2.3974276,7.0387444,1.3709677,0.9561012,-8.737567,0.17490306,0.38380647,4.2453194,-0.61044705,2.0052824,-3.503664,-0.13587624,-0.39447933,-1.898602,-1.8160727,-1.2651801,0.4112063,-5.2568827,8.113565,1.5561244,12.614585,-0.14415571,2.0233507,-4.916676,2.7852821,-6.701583,2.8010051,-1.8448963,-10.476351,-9.684188,-4.5743065,9.0763855,-0.367406,-2.0149124,-4.7012534,-6.857161,-0.7715411,-1.9192295,1.9731538,1.6622863,-9.793291,3.6856687,3.5083156,-2.2994688,3.3110175,-7.520176,-4.6143374,5.260032,-3.9922292,8.752852,-3.344091,3.3919053,5.362927,6.615703,-2.2481546,7.1096687,13.647463,1.0045577,-0.053414807,11.403243,-2.8816462,10.501927,5.119063,4.7156587,-8.179856,6.681525,-1.482779,-5.8128853,-7.431472,-5.5136786,3.0814054,-6.4238896,-0.7931633,-8.814409,2.378243,-6.7233534,7.832994,-0.7111715,-4.6908793,-8.05864,-0.81155425,0.40987605,6.3363714,2.1532311,1.082013,-7.4041123,-0.40493247,-4.867902,-2.49255,8.204287,1.7158695,2.85112,-10.528206,2.370046,-6.8468432,2.6151206,-11.519648,-4.9515915,-14.581838,-1.8209461,1.5033729,0.33380514,-0.7118108
RKN,9.4513035,-12.259404,-22.557653,-25.427452,-16.550447,9.146584,-24.569727,16.888594,-22.949587,21.138977,-1.1580207,27.508062,-34.530167,22.161299,-12.934815,6.8213263,14.527307,33.0745,-19.967133,-4.6075754,33.72163,9.146355,11.948987,22.908426,-23.70993,-15.589145,-8.548848,0.32057083,23.56087,-3.460084,-5.6215935,-20.030819,14.5842,8.492669,23.308636,-3.5251505,6.0955997,22.999174,9.186522,-2.3752303,-19.377808,-6.668454,-32.87481,-11.005275,-49.060253,7.463996,-2.1731937,36.45746,-5.272931,14.949704,-21.862482,29.184,16.08052,38.972202,36.902264,-38.273098,-8.468231,10.630294,24.566992,16.193361,-11.931658,13.797109,-13.40053,6.3533235,35.02373,-10.845092,-20.00237,-6.1077323,16.161892,-12.044462,16.031736,-23.10742,-7.9240003,-29.53934,-10.842902,0.00628075,-18.566517,-11.495878,9.206331,-32.192284,-54.350163,1.0045315,-2.0975904,-15.325332,-5.6464896,-8.247412,8.80924,16.310581,13.151134,-17.395847,-14.512005,18.640749,13.467641,-0.0739102,-11.012444,-8.474282,1.3964815,-0.8301184,-19.461609,7.34138,-8.530663,-2.0031183,8.960203,12.084362,-4.1632314,-3.555203,-31.138443,-4.3510356,-0.20579793,42.50562,16.985256,19.91596,-15.372724,3.402321,6.670444,-21.867476,13.10247,-23.426126,-2.6138086,-4.064276,32.019226,30.69719,27.176067,6.0258493,7.3535028,-3.3546326,10.404292
KCI-MOH1,-3.228729,1.926602,2.594586,2.1463232,1.5672599,-3.1423838,2.9403763,-1.322262,0.31563213,-0.20911458,0.3307238,-3.766925,4.6351767,-2.0109167,3.4212441,-1.2725128,-2.254087,-1.4712931,-1.6183223,1.8649048,-1.0571179,-2.34333,3.2072554,-1.0442929,-0.60870224,1.9727141,0.3245236,0.7022462,-4.426466,-0.28320077,0.83510613,1.5204813,-0.7118039,0.6435019,-0.8064321,1.5187782,-0.62209535,-0.85549736,-0.54442596,0.49765536,-0.5374479,-0.8183345,1.8962256,0.71871495,3.446587,-0.306682,0.74194854,-1.7543036,0.5649741,-2.660613,0.5888418,-0.14264888,-3.0896237,-3.9746122,-1.9683079,3.911409,1.2005899,-1.6249616,-1.7474945,-3.0570147,-1.608137,-0.09882077,0.99506617,-0.03933514,-3.9944494,1.8216939,0.7975679,-0.79481274,0.60678375,-2.5746558,-1.5521498,1.4883577,-1.7816918,3.7073977,-0.26978663,1.7593477,1.3761029,2.1820881,-0.8144094,3.8087244,6.4151983,0.0725842,0.16852762,5.3734407,-0.84480166,4.5096583,2.2428195,1.7162949,-3.4782908,2.3489048,-0.1959781,-3.145714,-2.883981,-1.9368062,0.86441684,-2.6535163,-0.76711905,-3.8340535,1.7340962,-4.0449076,3.5117943,1.1974375,-2.550662,-4.016912,0.48567247,-0.38729244,3.1885145,-0.032105744,0.16916193,-2.8857799,-0.035875294,-1.9878745,-0.31142777,3.5981648,0.61890036,1.6527233,-4.6313334,0.22626705,-3.1713386,0.18092513,-4.9693565,-1.9249645,-5.536957,0.00526846,0.0667631,-0.42369133,-1.1096839
KYSE-450,3.7393212,-3.6099434,-5.8211794,-6.9358363,-5.6126003,2.6599312,-7.192461,3.797102,-6.746635,5.659528,-0.18344447,7.705458,-10.033341,5.579255,-3.6556473,1.9249253,3.9390523,8.821742,-5.7666793,-1.3867619,9.944981,2.158652,2.0316863,5.736042,-7.3752103,-3.4850936,-2.9073868,-0.25040802,7.518242,-1.0347214,-1.5048763,-5.800325,4.760638,3.0792127,5.2512116,-2.0051668,2.2128756,6.9077597,2.81273,-1.1670384,-4.669074,-2.6364212,-8.012462,-2.787832,-12.579092,1.6901897,-0.5947668,10.170093,-1.4682366,3.5291293,-6.091703,7.8876557,3.6335375,11.691362,10.623438,-11.084214,-3.4425857,3.5850208,7.290165,4.9972377,-3.0643833,4.3901596,-3.3307958,1.8101679,10.42152,-3.1880193,-5.2269673,-2.139906,4.8591065,-4.041323,4.217052,-6.907791,-3.0854137,-8.61931,-4.144256,-0.80170476,-4.870886,-2.495065,1.8448578,-8.835172,-15.844615,0.6519197,-1.1779823,-4.714433,-2.0020418,-1.3253117,2.425205,5.465,3.9864433,-4.490743,-4.913801,5.648358,3.3784354,-0.70399386,-3.3583965,-3.1927092,1.0679356,-0.48860854,-5.9383535,3.2010326,-2.4777677,-1.6801846,3.2548766,3.853839,-2.084569,-0.5010173,-8.9819765,-1.3302914,-0.0025715707,11.825339,4.686136,6.234747,-4.2848134,1.3884989,2.234966,-6.150046,3.5218036,-6.68993,-0.34652212,-0.85746926,9.467992,8.604834,7.22222,1.3109362,2.259509,-0.63304335,3.5508354
UM-UC-3,2.8821428,-3.9297678,-9.434051,-11.1820965,-5.28244,3.9880042,-9.178291,7.5588284,-8.47691,8.643859,-0.9847889,10.454615,-13.519674,8.797795,-4.788768,1.9204472,5.3234797,13.152388,-6.848429,-2.8415663,12.529648,4.363957,3.9704432,7.8422937,-8.812116,-5.7763667,-2.826,0.26481724,9.279793,-0.7810955,-1.2816107,-7.8789663,4.9857316,2.8785973,10.039044,-1.7319266,2.5929487,7.5192614,3.8402965,-0.09767091,-6.5804543,-1.5486028,-12.699943,-4.479519,-19.657713,1.9904814,-1.3864073,15.430621,-2.249246,5.9306407,-7.6862965,12.470225,7.759934,15.12725,13.613728,-14.324921,-1.9490408,4.729156,8.886836,5.962027,-4.17116,6.685097,-4.79974,2.298136,11.566023,-4.697072,-8.394484,-2.5575986,6.00875,-3.4441457,5.4315615,-9.028829,-2.3730547,-11.669125,-2.903606,-0.20436832,-6.9211106,-3.4918172,2.9615664,-12.785367,-19.91966,-0.19557263,-1.2772579,-5.4683623,-2.4303622,-1.7117064,1.9398924,5.086872,5.3396163,-7.3980002,-5.3679066,6.618285,6.2807837,0.14827806,-5.03819,-2.3375123,1.1574006,0.3165983,-8.19842,2.5623152,-3.6823642,-0.071518436,4.4278436,4.8078237,-1.4049165,-1.4792747,-11.406782,-2.7189515,0.20759629,16.450027,6.5457463,7.5309033,-5.2261796,-0.014798965,1.437438,-9.575999,5.684002,-8.442749,-0.2445938,-2.9573116,12.950521,10.538916,11.635628,3.7547076,2.2634158,-1.7686564,2.7907443
KMRC-2,-2.2971923,3.2343245,3.8719168,1.0056596,-0.33447006,-5.2248425,3.393131,-3.4897232,1.2056571,0.3739112,-0.19455174,-7.1893697,6.5644517,-3.612094,5.650355,-1.3131812,-3.7481098,-2.3952262,-3.3052754,3.6956427,-0.3818782,-4.5659184,2.430608,-2.4217412,-2.2560525,5.5066123,0.5616516,0.2054308,-6.06439,0.37595794,-0.090432055,2.8127265,-0.42569405,1.557036,-0.9285531,-1.0170788,-0.32237947,-1.5434207,0.10880052,-1.242665,0.19503409,-4.393671,5.734041,1.383822,7.609446,0.53959745,1.7295814,-1.7352893,1.3737227,-3.522133,2.1255896,0.12089723,-6.283004,-5.679765,-1.6351498,5.698547,0.1619757,0.16667704,-2.512335,-4.234691,0.17649174,-0.45569378,0.6982535,2.894808,-7.025904,1.428569,2.309499,-2.0018015,3.5336804,-5.416695,-3.2098198,2.6667366,-2.278308,5.0278254,-2.572739,2.5451381,3.087478,4.665976,-1.4926778,3.635439,7.385102,0.71270984,-0.3765213,7.2251773,-2.6006966,7.989393,2.4409983,3.1682327,-5.228187,4.0528054,-1.0194683,-2.6497016,-3.9900765,-5.1762013,2.295809,-4.4863334,-0.8960741,-6.56965,0.6213359,-4.798806,4.805962,-0.968189,-3.1210928,-5.30317,-0.96664995,1.0416509,3.64456,1.5772414,1.1912576,-3.9550335,0.48652884,-4.055516,-1.3186654,3.9745185,1.4179518,0.15734789,-5.815304,2.8642259,-4.960604,1.3285623,-6.530606,-2.9331431,-8.9393015,-0.9353235,1.1035633,1.4259785,-0.85806155
Hs 683,-4.1391587,3.632958,6.798696,4.2115054,1.6919981,-7.49355,5.3500295,-5.2273245,1.3027394,-1.8558923,0.64812064,-9.888571,10.094215,-6.7717996,8.09101,-2.7131028,-4.973609,-5.5598707,-3.6469526,5.0870676,-1.1547816,-7.054482,4.2285266,-3.4563406,-2.4268057,6.6333537,1.2827023,1.0568826,-8.385161,0.11321989,0.26466882,4.062173,-0.51355267,1.9964118,-3.1150439,-0.28286374,-0.21109432,-1.7471435,-1.8663968,-1.1198984,0.18294984,-5.1566086,7.723442,1.2599531,12.07767,-0.11382365,1.9236346,-4.714288,2.8393672,-6.713588,2.9143884,-1.9712156,-10.237208,-9.527679,-4.727339,8.73419,-0.35669154,-2.086332,-4.765958,-6.6056724,-0.8607104,-1.9375345,2.0418515,1.6134512,-9.544453,3.4563215,3.176577,-2.3164556,2.9716733,-7.477583,-4.518777,5.0428305,-3.934976,8.427309,-3.3032568,3.3435953,5.236268,6.522946,-2.168565,6.7913585,13.327935,0.80407023,-0.1466885,11.114907,-2.7531443,10.004439,5.2152457,4.6119857,-8.143217,6.484719,-1.5053148,-5.8813515,-7.3577986,-5.0583043,2.9650626,-6.135317,-0.6652905,-8.559927,2.4646223,-6.5623255,7.7327332,-0.6021639,-4.469343,-7.724237,-0.5189989,0.09636926,6.1668944,2.0891242,1.107611,-7.4644995,-0.5314094,-4.431995,-2.5663218,8.141096,1.4871001,2.80707,-10.417675,2.1143792,-6.7611547,2.5942068,-11.229686,-4.9285445,-14.1581335,-1.8040766,1.3604296,0.050042436,-0.68698967
Hs 940.T,-0.4782492,1.539678,1.0345782,0.10625067,-0.41851062,-1.4223807,1.1081383,-1.0296514,0.41645262,0.42070284,-0.29013202,-2.3546436,2.0346286,-0.65901715,1.9675833,-0.11226227,-1.7141986,-0.33843714,-0.9820722,0.900443,-0.25403586,-1.1347879,0.30074558,-1.364886,-0.81503826,2.1530383,-0.39154348,-0.44628757,-1.8755975,-0.10196428,0.2922585,0.75702477,-0.38499698,0.64419776,-0.54203486,-0.050286356,-0.43280372,-0.7145357,0.72612345,-0.51894885,0.33806622,-1.148267,1.8993062,0.891938,2.2247398,0.21963477,0.44177556,-0.13284281,0.011246853,-0.8590359,0.6834942,0.5266726,-1.3717021,-1.4461573,-0.058765963,1.718675,0.42310625,0.7918937,-0.3785835,-1.227051,0.18546325,0.5348518,0.22744435,1.1591754,-2.0845077,0.12339234,0.76574296,-0.7074371,1.0145252,-1.40154,-1.1661606,0.30982697,-0.5744452,1.4296398,-0.84793997,0.5993061,0.81213695,1.4265271,-0.5879435,1.4769713,1.9705582,0.21439949,-0.21132772,2.163107,-1.2445334,3.3520555,0.16935958,1.0567781,-1.3227329,1.1355404,-0.31454012,-0.29102737,-0.71221906,-2.1482131,0.6099258,-1.6531862,-0.48943278,-1.9107089,0.04296318,-1.4120556,1.3162736,-0.40271527,-1.0935644,-1.8089796,-0.69384307,0.75061715,1.1452588,0.07412821,0.6707852,-0.90900385,0.33705577,-1.7478496,0.06625927,0.72920096,0.8098149,-0.32635447,-1.1748378,1.2852579,-1.193807,0.25939617,-1.5735757,-0.9468355,-2.6933842,0.0018629935,0.41804984,1.134304,-0.28006843
HDLM-2,-4.184447,4.128107,7.173616,4.5482893,1.3872077,-8.349995,6.037812,-5.782866,1.728621,-1.4914304,0.8118547,-11.136675,10.881825,-7.207576,8.931357,-2.6518672,-5.903029,-5.539435,-4.1197577,5.360637,-1.3045697,-7.4542394,4.499578,-4.0660977,-2.4715445,7.665457,1.5119224,0.8941613,-9.419232,0.25016752,0.5243561,4.566999,-0.7068611,2.0839138,-4.0081263,0.05264732,-0.6111197,-2.068241,-1.8116885,-1.4692148,0.62642676,-5.540485,8.741114,1.9274826,13.505402,-0.18627319,2.2060533,-5.240334,2.7754405,-6.8674445,2.6819835,-1.6718701,-11.080679,-10.076461,-4.433009,9.703804,-0.39127842,-2.0183623,-4.697854,-7.3468337,-0.7696668,-1.9385909,1.9287022,1.7732465,-10.342045,4.0831614,3.9787147,-2.3528059,3.8762603,-7.843038,-4.835193,5.619597,-4.2328334,9.357281,-3.5112517,3.5709121,5.6087985,6.895582,-2.3984497,7.650885,14.356279,1.2854382,0.061712578,12.088393,-3.1171315,11.404441,5.2067294,5.010823,-8.452521,7.0792456,-1.5225029,-5.9077473,-7.757794,-6.2600446,3.2945268,-6.9981446,-0.9653315,-9.448014,2.3224332,-7.162116,8.199082,-0.8307819,-5.092408,-8.690465,-1.1820439,0.774082,6.6823483,2.285131,1.0494175,-7.448631,-0.20301852,-5.504216,-2.4845307,8.57582,2.0512445,2.971103,-10.999781,2.6779363,-7.2072463,2.6772501,-12.170584,-5.043527,-15.475137,-1.8968024,1.7194334,0.6632308,-0.76125145
HuT 102,-4.1209555,4.3520927,7.119053,3.8855379,1.3075496,-7.576263,5.5456786,-5.4424953,1.6144134,-1.3601836,0.5576495,-10.438747,10.192522,-6.400906,8.516932,-2.6787834,-5.537828,-5.205157,-3.9816039,5.3057995,-1.1185136,-6.8208284,4.2464275,-4.001542,-2.5516443,7.2409377,0.49047354,0.35475308,-8.867992,-0.17153797,0.4951933,4.183104,-0.7818982,2.1810124,-3.4071734,0.102494046,-0.43006933,-1.7925365,-1.3488283,-1.3973124,0.3287211,-5.0811157,8.201972,1.9463661,12.2703905,0.09765139,1.9364417,-4.4510584,2.5042896,-6.8725224,2.9450314,-1.3045387,-10.409157,-9.432245,-4.04853,9.054056,0.010106155,-1.4555982,-4.0387793,-6.6956,-0.85648763,-1.5773793,1.9794002,2.4175303,-9.857914,3.2745354,3.508538,-2.5480042,3.4207063,-7.6400013,-4.9734573,4.507649,-4.3062844,8.538368,-3.7607973,3.2191536,5.1054897,6.639601,-2.2527087,7.2635427,13.124614,0.8324139,-0.17199312,11.54254,-3.362725,11.056499,4.8798804,4.90129,-8.001951,6.520414,-1.7754023,-5.611122,-7.370019,-6.3347197,3.4457517,-6.852433,-0.7318436,-8.894246,2.3996086,-6.9525833,7.9405284,-0.67031395,-4.793003,-8.275869,-0.8540564,0.33962446,6.4712024,2.040808,1.3907708,-7.0956254,-0.14462301,-5.2747593,-2.129355,8.06416,2.0549812,2.5082512,-10.406322,2.4390802,-7.0776067,2.3316064,-10.928193,-4.775726,-14.732306,-1.8673233,1.4360248,0.7695668,-0.46696672
SK-MEL-28,2.187385,-2.418734,-4.6085167,-5.200112,-3.4731717,2.007772,-5.0145745,3.4295862,-4.8183055,4.3174653,-0.2645976,5.69657,-7.089779,4.4894023,-2.6422358,1.4125626,2.947013,6.879742,-3.9662051,-1.2155085,6.844434,1.7308022,2.0245337,4.289865,-4.807301,-3.0235934,-1.7253633,0.113557875,5.202137,-0.75477046,-0.9793868,-4.213074,3.0047312,1.978957,4.67236,-0.9615508,1.2778481,4.6301026,2.1332042,-0.4782299,-3.6110578,-1.4114313,-6.6103773,-2.3276832,-10.000605,1.3253124,-0.45687154,7.6201053,-1.1974741,3.1014662,-4.2791667,5.7939568,3.4066133,8.242209,7.3639765,-8.027236,-1.7992043,2.2643337,4.9132266,3.3358166,-2.4155,3.0640147,-2.4659252,1.0970061,7.203896,-2.391071,-4.0549784,-1.2531815,3.1847665,-2.3386211,3.3453796,-4.7747827,-1.5335205,-6.145634,-2.2361462,-0.30238375,-3.716754,-2.041231,1.7251508,-6.471422,-11.149422,0.37074205,-0.6891538,-3.2503102,-1.3031678,-1.3284401,1.5799782,3.2582197,2.6927824,-3.4758942,-2.87231,4.062434,3.0389261,-0.002966918,-2.6849787,-1.6781036,0.47296074,-0.122314796,-4.0785694,1.8083448,-1.9206084,-0.6847008,2.029497,2.6642256,-1.1179348,-0.42828926,-6.517336,-1.1092249,0.037323426,8.579843,3.446378,4.3638444,-3.0551662,0.62275314,1.3106191,-4.5711865,2.9240782,-4.6169696,-0.10380404,-0.7809338,6.7265377,5.9982266,5.6784163,1.5420347,1.436363,-0.48478413,2.0384035
TE-14,-1.9827276,0.76192975,-0.39111522,-0.015063353,0.66569555,-1.0460392,0.9427748,0.7544901,-0.35846663,1.1601982,-0.098857485,-0.57299864,1.3305793,0.54847306,1.0155985,-0.27949077,-0.64732265,1.1709445,-1.0358198,0.25652122,-0.23468459,-0.451546,2.264808,0.52252173,-0.3510838,-0.091480166,0.5001981,0.78487146,-1.8672972,-0.097573996,0.6053008,0.074494764,-0.39776027,0.093936816,1.4514066,1.1750062,-0.6008806,-0.45393798,0.34434727,0.91696286,-0.9746006,0.13244674,-1.1651962,-0.09008789,-1.1123202,0.09200995,0.39811116,0.5478869,-0.37935132,0.20837703,-0.59994024,1.057592,0.60479116,-0.6981012,0.0677267,0.83210635,1.4242526,-0.6969152,-0.43706724,-1.1211883,-1.2353479,0.72347325,-0.033876188,-0.23904523,-0.9303514,0.4322637,-0.5150446,-0.18373969,0.31947535,-0.52194834,0.34461337,-0.036835488,-0.103285216,0.8554807,1.0325481,1.3192995,-0.494492,0.0014220993,0.019097194,0.8394174,1.6904154,-0.062396362,0.20615399,1.8615688,-0.016264495,1.3707006,0.634734,0.31903926,-1.2363472,0.13529158,0.5584758,-0.8305053,0.06205972,-0.17774373,-0.39629203,-0.56842744,-0.94358987,-1.5751414,0.53455764,-2.3088067,0.8764515,1.3175255,-1.2396663,-1.5520989,0.62405586,-0.19812596,0.5761817,-0.60492206,-0.19912784,-0.0043909475,0.4839565,-0.56893116,0.16609034,0.67209315,0.11013237,-0.14403026,-0.877269,-0.13294613,-1.2763153,-0.66193295,-1.3278548,-0.12823668,-0.7144828,1.0614928,-0.24333432,-0.27852952,-1.4407805
HD-MY-Z,3.743538,-3.6724982,-5.858168,-6.9750953,-5.6420364,2.6528068,-7.312115,3.8746285,-6.881345,5.726512,-0.1272709,7.788915,-10.130023,5.625877,-3.6935277,1.8533397,4.0435834,8.955062,-5.9085603,-1.3979505,10.131777,2.1719935,2.1382911,5.870197,-7.4543986,-3.6105366,-2.9016094,-0.14177203,7.630348,-1.0236905,-1.4972932,-5.8756795,4.81577,3.1639776,5.367897,-2.053153,2.3026085,7.0220137,2.8073096,-1.1337508,-4.8177595,-2.643246,-8.167635,-2.8800669,-12.791305,1.7195804,-0.6252777,10.307332,-1.4592174,3.5503323,-6.190958,7.9303923,3.5774422,11.825937,10.715664,-11.244287,-3.509508,3.5372756,7.37766,5.0256453,-3.1114728,4.4248047,-3.3858004,1.784648,10.529648,-3.1873052,-5.3246503,-2.1938972,4.9506516,-4.153281,4.274161,-6.970913,-3.1721356,-8.707026,-4.2301836,-0.83936,-4.903708,-2.4574256,1.8400726,-8.993429,-16.009306,0.66272485,-1.2190592,-4.669069,-2.0334227,-1.3287122,2.5774927,5.5474815,3.9740443,-4.581116,-4.981904,5.63566,3.3904054,-0.6850466,-3.4426668,-3.1851122,1.1650032,-0.5329998,-6.008007,3.2028925,-2.4862964,-1.6698723,3.2948341,3.8828075,-2.1093357,-0.5352348,-9.096311,-1.3455096,-0.021401543,11.991019,4.736435,6.320436,-4.4036546,1.5475711,2.2487965,-6.2323647,3.4318688,-6.878902,-0.40187824,-0.86161834,9.530403,8.690015,7.2925177,1.3853989,2.2966936,-0.6696117,3.606891
Hs 739.T,-4.067299,4.2978144,7.0116653,3.8627427,1.3160253,-7.4393463,5.486057,-5.356487,1.6026616,-1.367185,0.54743683,-10.267352,10.050692,-6.297086,8.383454,-2.6273463,-5.472877,-5.1374125,-3.8701723,5.1976776,-1.1433322,-6.693628,4.167804,-3.9654758,-2.4659915,7.1223197,0.47349238,0.33445555,-8.741241,-0.17899713,0.50821704,4.122742,-0.7987059,2.1305563,-3.394179,0.14732088,-0.44644412,-1.7873027,-1.3292128,-1.3587673,0.34403497,-4.950272,8.071126,1.9371068,12.085977,0.07497114,1.8963121,-4.4172482,2.452987,-6.764281,2.9036427,-1.2979413,-10.213075,-9.301228,-4.019463,8.930295,0.03610546,-1.4448438,-3.9843938,-6.596667,-0.8514236,-1.5473778,1.9618001,2.347116,-9.705592,3.2323568,3.4567125,-2.4883919,3.3208756,-7.4658766,-4.894399,4.4386153,-4.221982,8.4121895,-3.6633496,3.1558917,5.0241284,6.521244,-2.2093515,7.200684,12.95527,0.8122777,-0.15826552,11.355567,-3.2969894,10.874885,4.772534,4.797383,-7.860646,6.4222903,-1.730468,-5.530137,-7.2421045,-6.215881,3.392155,-6.72448,-0.7283215,-8.716811,2.3899791,-6.84021,7.8061132,-0.6370637,-4.726925,-8.155959,-0.83286196,0.33780277,6.398589,1.97865,1.3657669,-7.0083694,-0.16072175,-5.1994085,-2.064222,7.9134865,2.0175285,2.5061457,-10.225813,2.403215,-6.937397,2.2900412,-10.762938,-4.7232985,-14.495542,-1.8294307,1.4015815,0.75175786,-0.46599475
KMS-26,2.347774,-1.7146493,-5.9614844,-7.503236,-1.9885741,3.7479272,-5.7711625,4.877479,-4.174436,4.5993934,-0.85519934,7.156054,-9.760547,5.390338,-3.5077355,-1.0344691,2.833834,7.4149714,-2.162166,-3.6419706,7.778612,4.280672,-1.0657614,2.292218,-4.815367,-2.9362977,-2.2185242,-0.42594522,7.9347057,-0.29664403,1.4743152,-5.477121,2.1552026,2.0742002,5.6364326,-2.5955412,2.530487,2.975161,2.517954,1.3862779,-1.5051528,0.6701492,-6.4638968,-2.250868,-12.126774,-0.65670186,-2.2851257,10.936524,-1.605138,2.6900022,-3.6708043,8.054412,5.6785192,10.407066,7.494466,-9.290924,-1.1794591,4.4813476,5.8036866,4.16863,-0.7543978,6.134762,-1.3877814,0.9115073,6.404119,-3.6549914,-5.45124,-1.9842529,2.7969217,-0.37865984,1.7078148,-6.4148173,-1.3342469,-7.8625393,-1.2295489,-2.756391,-3.0042377,-0.5361461,-0.107053146,-7.3272934,-11.719372,-1.0398686,-2.5477986,-3.9912431,-2.1358647,0.841281,-0.9731065,2.1917505,4.5863566,-6.1781344,-3.3204377,3.9222403,5.053911,0.514576,-4.5858865,-0.23240289,3.625592,2.6500301,-6.0619965,3.819484,-4.252749,-0.5361599,5.450471,4.3796854,-1.2889116,-1.2629075,-5.928606,-3.0018191,0.9022302,9.972209,2.67228,5.867903,-2.0621216,-1.2946466,-0.5021375,-7.5858893,4.336998,-5.0680575,2.457428,-3.5474963,10.62964,4.424911,8.748074,4.027252,0.7707571,-1.2111548,1.6536207
